AlertID,ClaimID,PolicyID,DetectionDate,FraudType,ModelScore,InvestigationStatus,Outcome
12017584,8005656,5023363,2025-03-31,Provider Collusion,0.48,Open,NotConfirmed
12017585,8024839,5011939,2020-05-25,Provider Collusion,0.181,InProgress,NotConfirmed
12017586,8014222,5025262,2022-04-02,Identity Theft,0.286,Open,NotConfirmed
12017587,8027301,5006163,2023-03-19,Staged Accident,0.648,InProgress,Inconclusive
12017588,8009519,5018465,2021-09-24,Identity Theft,0.489,Open,Inconclusive
12017589,8031877,5003359,2024-09-20,Inflated Repair,0.661,Open,NotConfirmed
12017590,8042471,5023086,2022-09-16,Provider Collusion,0.174,Open,Confirmed
12017591,8003908,5021839,2023-10-27,Inflated Repair,0.155,Open,NotConfirmed
12017592,8041065,5002924,2025-10-10,Staged Accident,0.94,Closed,Confirmed
12017593,8026841,5023027,2023-09-03,Duplicate Claim,0.934,Closed,NotConfirmed
12017594,8037636,5024117,2024-03-30,Provider Collusion,0.901,Open,NotConfirmed
12017595,8002060,5000074,2024-05-03,Identity Theft,0.602,Closed,Confirmed
12017596,8018758,5025725,2021-10-04,Staged Accident,0.591,Closed,NotConfirmed
12017597,8019851,5025798,2025-04-06,Upcoding,0.678,Open,NotConfirmed
12017598,8010637,5020055,2022-04-12,Identity Theft,0.114,Open,NotConfirmed
12017599,8043282,5009534,2022-08-13,Staged Accident,0.727,Open,Inconclusive
12017600,8001178,5023311,2021-06-13,Inflated Repair,0.214,InProgress,Confirmed
12017601,8032327,5021077,2022-12-30,Provider Collusion,0.413,Open,Confirmed
12017602,8012734,5000612,2020-06-26,Provider Collusion,0.828,InProgress,NotConfirmed
12017603,8001213,5002126,2024-10-27,Inflated Repair,0.86,Closed,NotConfirmed
12017604,8026716,5011177,2023-02-01,Identity Theft,0.987,Open,NotConfirmed
12017605,8003383,5027272,2025-03-09,Inflated Repair,0.189,InProgress,Confirmed
12017606,8032665,5011082,2022-06-27,Duplicate Claim,0.746,Open,Inconclusive
12017607,8014777,5016314,2022-04-28,Provider Collusion,0.518,Open,NotConfirmed
12017608,8033116,5017384,2023-07-13,Inflated Repair,0.608,InProgress,Inconclusive
12017609,8035032,5010412,2022-04-30,Provider Collusion,0.253,InProgress,Confirmed
12017610,8016349,5001486,2024-12-20,Identity Theft,0.471,Open,Inconclusive
12017611,8019689,5015767,2022-11-27,Identity Theft,0.732,Open,Confirmed
12017612,8042912,5021874,2022-05-14,Inflated Repair,0.101,InProgress,NotConfirmed
12017613,8029747,5001894,2025-06-01,Duplicate Claim,0.574,InProgress,Inconclusive
12017614,8032039,5024971,2020-11-24,Duplicate Claim,0.527,InProgress,Confirmed
12017615,8008932,5018338,2025-11-10,Duplicate Claim,0.554,InProgress,Confirmed
12017616,8021152,5003296,2024-05-18,Duplicate Claim,0.791,InProgress,Confirmed
12017617,8020620,5013503,2025-08-23,Inflated Repair,0.57,InProgress,NotConfirmed
12017618,8004111,5028307,2025-02-19,Identity Theft,0.739,Open,Confirmed
12017619,8000868,5028364,2020-10-04,Duplicate Claim,0.979,Open,Inconclusive
12017620,8017395,5010843,2025-09-25,Duplicate Claim,0.23,Closed,NotConfirmed
12017621,8023196,5006079,2020-11-20,Upcoding,0.454,Closed,Inconclusive
12017622,8036948,5005821,2025-03-07,Staged Accident,0.906,InProgress,NotConfirmed
12017623,8023474,5019947,2023-12-31,Provider Collusion,0.752,Open,Confirmed
12017624,8000313,5009385,2026-01-26,Inflated Repair,0.244,InProgress,Inconclusive
12017625,8029022,5023974,2022-01-09,Inflated Repair,0.185,Closed,Confirmed
12017626,8018855,5019826,2022-07-18,Provider Collusion,0.294,InProgress,Inconclusive
12017627,8007231,5024430,2021-07-14,Staged Accident,0.447,InProgress,Confirmed
12017628,8018163,5021566,2024-07-17,Upcoding,0.28,Open,Inconclusive
12017629,8012632,5027061,2023-03-05,Identity Theft,0.537,Open,NotConfirmed
12017630,8019608,5029439,2022-04-03,Inflated Repair,0.494,Open,Inconclusive
12017631,8033732,5028249,2024-07-16,Duplicate Claim,0.681,InProgress,Confirmed
12017632,8030781,5024034,2020-04-23,Identity Theft,0.588,InProgress,Confirmed
12017633,8003920,5009926,2025-03-07,Staged Accident,0.803,Open,NotConfirmed
12017634,8035143,5015186,2023-10-24,Inflated Repair,0.218,Open,Inconclusive
12017635,8002692,5014300,2020-10-12,Identity Theft,0.378,InProgress,Confirmed
12017636,8005682,5019070,2020-08-31,Staged Accident,0.792,InProgress,Confirmed
12017637,8003383,5027272,2025-03-14,Staged Accident,0.169,InProgress,Inconclusive
12017638,8001071,5014313,2025-09-25,Upcoding,0.824,Open,NotConfirmed
12017639,8009754,5025184,2022-08-24,Staged Accident,0.315,Open,Confirmed
12017640,8019758,5002236,2023-08-31,Upcoding,0.191,Open,Inconclusive
12017641,8017235,5028684,2022-11-06,Identity Theft,0.102,Open,Confirmed
12017642,8012311,5020156,2025-03-15,Staged Accident,0.311,Open,NotConfirmed
12017643,8043418,5021821,2023-02-24,Upcoding,0.41,InProgress,Inconclusive
12017644,8007730,5027153,2022-09-13,Inflated Repair,0.712,InProgress,NotConfirmed
12017645,8009243,5028629,2024-10-16,Staged Accident,0.684,Closed,NotConfirmed
12017646,8001744,5018585,2024-12-19,Provider Collusion,0.796,Closed,NotConfirmed
12017647,8041622,5026700,2024-12-29,Upcoding,0.529,Open,Inconclusive
12017648,8001232,5018348,2024-09-11,Inflated Repair,0.741,InProgress,Confirmed
12017649,8009893,5015552,2022-06-01,Duplicate Claim,0.608,Closed,NotConfirmed
12017650,8040896,5008532,2021-08-21,Upcoding,0.104,Closed,Inconclusive
12017651,8031386,5010251,2021-09-17,Provider Collusion,0.728,Open,NotConfirmed
12017652,8040266,5024787,2022-12-25,Staged Accident,0.275,Closed,NotConfirmed
12017653,8015769,5001018,2025-10-14,Staged Accident,0.531,Open,Inconclusive
12017654,8009599,5028964,2022-03-03,Inflated Repair,0.371,InProgress,NotConfirmed
12017655,8018550,5014341,2022-04-19,Staged Accident,0.723,Open,Confirmed
12017656,8031106,5018232,2024-06-29,Provider Collusion,0.898,Closed,NotConfirmed
12017657,8008268,5008388,2023-03-30,Provider Collusion,0.123,Closed,NotConfirmed
12017658,8006681,5007261,2022-05-03,Provider Collusion,0.783,Open,Confirmed
12017659,8024532,5016264,2022-01-19,Staged Accident,0.323,Open,NotConfirmed
12017660,8019397,5020375,2024-04-11,Identity Theft,0.465,Open,NotConfirmed
12017661,8032650,5015880,2026-01-21,Staged Accident,0.442,Open,Inconclusive
12017662,8002483,5022910,2024-11-21,Inflated Repair,0.883,InProgress,NotConfirmed
12017663,8012294,5011638,2021-11-17,Provider Collusion,0.561,InProgress,Confirmed
12017664,8034134,5022670,2021-06-21,Duplicate Claim,0.807,Open,Confirmed
12017665,8028314,5009356,2023-06-20,Staged Accident,0.868,Open,NotConfirmed
12017666,8024255,5001478,2022-01-10,Identity Theft,0.729,Open,NotConfirmed
12017667,8001869,5029355,2024-10-08,Identity Theft,0.261,InProgress,Confirmed
12017668,8028312,5019079,2020-08-31,Provider Collusion,0.207,Open,NotConfirmed
12017669,8013513,5008622,2025-07-11,Upcoding,0.892,Closed,NotConfirmed
12017670,8035810,5018050,2025-10-21,Inflated Repair,0.749,Open,NotConfirmed
12017671,8036319,5021002,2026-04-13,Inflated Repair,0.58,Open,Confirmed
12017672,8036581,5012311,2024-12-14,Duplicate Claim,0.426,InProgress,Confirmed
12017673,8017127,5022662,2024-06-28,Upcoding,0.416,InProgress,Confirmed
12017674,8044833,5002608,2025-05-27,Duplicate Claim,0.276,Open,NotConfirmed
12017675,8036000,5023735,2024-08-15,Inflated Repair,0.464,InProgress,Inconclusive
12017676,8015357,5028543,2020-04-10,Inflated Repair,0.127,Open,Inconclusive
12017677,8022885,5026453,2025-06-23,Staged Accident,0.751,InProgress,NotConfirmed
12017678,8019821,5020950,2020-11-26,Provider Collusion,0.733,InProgress,NotConfirmed
12017679,8000099,5027694,2025-01-27,Duplicate Claim,0.359,InProgress,Confirmed
12017680,8041523,5000245,2021-06-23,Inflated Repair,0.816,Open,NotConfirmed
12017681,8039784,5020244,2021-01-24,Staged Accident,0.605,InProgress,NotConfirmed
12017682,8015157,5026789,2025-03-21,Inflated Repair,0.469,Open,NotConfirmed
12017683,8003703,5016129,2023-08-09,Staged Accident,0.601,Closed,Confirmed
12017684,8035654,5005502,2025-04-04,Identity Theft,0.508,Open,Inconclusive
12017685,8004343,5019653,2023-11-28,Inflated Repair,0.265,Open,NotConfirmed
12017686,8041538,5029531,2026-01-05,Inflated Repair,0.281,Open,NotConfirmed
12017687,8009923,5017031,2023-01-02,Duplicate Claim,0.487,Open,NotConfirmed
12017688,8004440,5026490,2022-10-27,Inflated Repair,0.881,Open,Inconclusive
12017689,8023404,5003963,2024-02-08,Staged Accident,0.696,Open,NotConfirmed
12017690,8000645,5028954,2023-01-07,Identity Theft,0.382,InProgress,Confirmed
12017691,8013257,5009617,2023-11-06,Inflated Repair,0.148,Open,NotConfirmed
12017692,8022177,5010730,2023-07-26,Identity Theft,0.35,InProgress,NotConfirmed
12017693,8027643,5005589,2026-03-21,Provider Collusion,0.929,Open,Confirmed
12017694,8008894,5011929,2020-10-05,Staged Accident,0.797,InProgress,Inconclusive
12017695,8039364,5009382,2020-04-17,Duplicate Claim,0.816,Open,NotConfirmed
12017696,8033041,5018924,2021-05-14,Staged Accident,0.981,Closed,Inconclusive
12017697,8039324,5003538,2023-11-14,Inflated Repair,0.402,InProgress,NotConfirmed
12017698,8041720,5017009,2021-01-28,Identity Theft,0.297,InProgress,NotConfirmed
12017699,8014194,5016705,2021-02-13,Duplicate Claim,0.813,InProgress,NotConfirmed
12017700,8020163,5000969,2022-01-31,Duplicate Claim,0.901,InProgress,Inconclusive
12017701,8025595,5004077,2023-01-25,Provider Collusion,0.295,Closed,NotConfirmed
12017702,8000384,5011255,2021-09-13,Staged Accident,0.85,Open,Inconclusive
12017703,8012878,5019165,2024-08-04,Staged Accident,0.12,Open,Inconclusive
12017704,8033843,5009195,2023-11-04,Duplicate Claim,0.768,InProgress,NotConfirmed
12017705,8037642,5013819,2024-09-19,Identity Theft,0.265,InProgress,NotConfirmed
12017706,8001538,5024527,2023-08-03,Identity Theft,0.528,Closed,Confirmed
12017707,8030831,5010830,2025-07-20,Staged Accident,0.713,Open,Confirmed
12017708,8031091,5000578,2021-08-23,Identity Theft,0.484,InProgress,NotConfirmed
12017709,8031990,5002251,2023-05-21,Provider Collusion,0.349,Closed,NotConfirmed
12017710,8016972,5018016,2021-04-21,Duplicate Claim,0.545,Open,Inconclusive
12017711,8001973,5025193,2025-06-07,Duplicate Claim,0.852,Closed,Confirmed
12017712,8027239,5021496,2022-05-09,Inflated Repair,0.32,InProgress,Confirmed
12017713,8005928,5011000,2020-06-15,Staged Accident,0.836,InProgress,NotConfirmed
12017714,8003712,5027737,2023-12-31,Upcoding,0.874,Open,Confirmed
12017715,8035863,5007496,2024-08-07,Duplicate Claim,0.398,Closed,Inconclusive
12017716,8018541,5015596,2022-04-02,Staged Accident,0.525,Open,NotConfirmed
12017717,8021678,5020222,2025-02-27,Inflated Repair,0.977,Open,NotConfirmed
12017718,8028134,5015796,2025-03-09,Duplicate Claim,0.761,Closed,NotConfirmed
12017719,8018941,5001830,2023-11-29,Inflated Repair,0.334,Open,NotConfirmed
12017720,8016986,5020951,2022-03-04,Provider Collusion,0.202,Closed,NotConfirmed
12017721,8021931,5021728,2025-09-24,Duplicate Claim,0.773,Open,Confirmed
12017722,8006072,5017950,2023-10-02,Duplicate Claim,0.615,InProgress,Inconclusive
12017723,8040425,5011803,2022-04-13,Identity Theft,0.176,InProgress,Confirmed
12017724,8015499,5006775,2021-04-04,Duplicate Claim,0.955,Open,NotConfirmed
12017725,8004399,5020918,2021-04-27,Staged Accident,0.819,Closed,Confirmed
12017726,8040506,5023679,2024-05-16,Upcoding,0.307,Closed,Inconclusive
12017727,8023858,5024766,2023-09-29,Identity Theft,0.702,InProgress,Confirmed
12017728,8041076,5019237,2022-11-28,Upcoding,0.658,InProgress,NotConfirmed
12017729,8029205,5027202,2024-09-09,Staged Accident,0.342,Closed,Confirmed
12017730,8022023,5022622,2025-02-22,Identity Theft,0.232,InProgress,Confirmed
12017731,8038356,5027168,2022-04-16,Identity Theft,0.111,InProgress,Confirmed
12017732,8001351,5000111,2023-03-27,Provider Collusion,0.286,InProgress,Confirmed
12017733,8005251,5015387,2023-12-20,Duplicate Claim,0.413,Open,Confirmed
12017734,8041456,5012608,2023-02-04,Duplicate Claim,0.371,Open,Inconclusive
12017735,8001480,5011458,2022-04-12,Duplicate Claim,0.844,InProgress,Inconclusive
12017736,8037590,5016214,2026-01-20,Duplicate Claim,0.852,Open,NotConfirmed
12017737,8008353,5006186,2021-09-24,Inflated Repair,0.478,Open,Confirmed
12017738,8029079,5000926,2023-10-20,Staged Accident,0.573,InProgress,NotConfirmed
12017739,8008403,5007020,2024-02-26,Staged Accident,0.795,Open,Inconclusive
12017740,8025479,5001929,2023-10-24,Identity Theft,0.921,Open,Confirmed
12017741,8036861,5027574,2025-11-20,Identity Theft,0.343,Open,Inconclusive
12017742,8010662,5018135,2022-09-26,Inflated Repair,0.444,Open,NotConfirmed
12017743,8032236,5002303,2025-06-25,Provider Collusion,0.806,InProgress,NotConfirmed
12017744,8040400,5023942,2024-11-15,Duplicate Claim,0.664,Open,Confirmed
12017745,8015189,5013140,2021-09-26,Inflated Repair,0.504,InProgress,Confirmed
12017746,8005622,5028054,2023-08-31,Staged Accident,0.821,InProgress,NotConfirmed
12017747,8036107,5020452,2020-08-21,Staged Accident,0.643,Open,NotConfirmed
12017748,8004485,5027664,2023-03-04,Inflated Repair,0.628,Open,Inconclusive
12017749,8002428,5029363,2021-05-06,Upcoding,0.859,InProgress,Inconclusive
12017750,8017270,5000162,2024-03-24,Inflated Repair,0.902,Open,NotConfirmed
12017751,8029046,5026385,2025-03-05,Staged Accident,0.142,Open,Inconclusive
12017752,8024291,5027991,2023-11-15,Staged Accident,0.964,Closed,Confirmed
12017753,8033299,5009331,2024-04-15,Inflated Repair,0.63,Open,Inconclusive
12017754,8044484,5020757,2021-01-24,Duplicate Claim,0.585,InProgress,NotConfirmed
12017755,8000233,5024554,2023-07-29,Provider Collusion,0.684,InProgress,NotConfirmed
12017756,8000292,5007292,2024-03-26,Identity Theft,0.46,Open,Confirmed
12017757,8019559,5001761,2024-05-02,Upcoding,0.502,Open,NotConfirmed
12017758,8012006,5005804,2024-06-30,Inflated Repair,0.679,InProgress,Confirmed
12017759,8028781,5013748,2024-06-20,Staged Accident,0.626,InProgress,NotConfirmed
12017760,8041427,5026455,2021-10-27,Inflated Repair,0.701,InProgress,NotConfirmed
12017761,8038812,5000600,2025-10-13,Duplicate Claim,0.748,Open,NotConfirmed
12017762,8033230,5012021,2023-05-08,Inflated Repair,0.298,Open,NotConfirmed
12017763,8036196,5003289,2021-05-25,Inflated Repair,0.914,Open,NotConfirmed
12017764,8042443,5006181,2023-04-19,Inflated Repair,0.459,InProgress,NotConfirmed
12017765,8029550,5002213,2021-09-11,Provider Collusion,0.63,InProgress,NotConfirmed
12017766,8035488,5000328,2023-06-26,Staged Accident,0.436,Closed,Confirmed
12017767,8010311,5006661,2024-08-21,Staged Accident,0.235,Closed,Inconclusive
12017768,8033810,5012798,2021-04-15,Provider Collusion,0.561,Open,NotConfirmed
12017769,8016495,5019407,2022-03-25,Provider Collusion,0.371,Open,NotConfirmed
12017770,8024031,5010905,2021-04-28,Inflated Repair,0.306,Open,NotConfirmed
12017771,8002457,5000866,2025-04-01,Inflated Repair,0.741,Open,NotConfirmed
12017772,8037985,5024362,2023-03-16,Inflated Repair,0.516,Open,NotConfirmed
12017773,8018592,5010698,2026-04-18,Provider Collusion,0.514,Open,NotConfirmed
12017774,8041743,5001916,2020-12-28,Upcoding,0.347,Open,Inconclusive
12017775,8040948,5017575,2021-02-17,Staged Accident,0.515,InProgress,Inconclusive
12017776,8019970,5017871,2025-11-13,Provider Collusion,0.245,InProgress,Confirmed
12017777,8038883,5015812,2023-09-22,Staged Accident,0.137,InProgress,NotConfirmed
12017778,8003777,5029024,2024-03-02,Duplicate Claim,0.204,InProgress,NotConfirmed
12017779,8025009,5022043,2023-12-08,Staged Accident,0.842,InProgress,Confirmed
12017780,8034732,5003471,2021-02-02,Duplicate Claim,0.364,InProgress,NotConfirmed
12017781,8018548,5001474,2022-02-05,Provider Collusion,0.714,InProgress,Confirmed
12017782,8025164,5024881,2022-08-21,Identity Theft,0.159,InProgress,Confirmed
12017783,8039324,5003538,2023-10-27,Staged Accident,0.501,Open,NotConfirmed
12017784,8029714,5003415,2023-04-06,Inflated Repair,0.513,InProgress,Confirmed
12017785,8005218,5014197,2026-04-24,Duplicate Claim,0.126,Open,Confirmed
12017786,8017696,5007396,2024-07-13,Inflated Repair,0.713,Closed,NotConfirmed
12017787,8041040,5013898,2022-01-16,Upcoding,0.533,Open,NotConfirmed
12017788,8041012,5027313,2025-08-21,Staged Accident,0.635,Open,Inconclusive
12017789,8019405,5011036,2020-11-07,Inflated Repair,0.246,InProgress,NotConfirmed
12017790,8036548,5029333,2023-06-22,Staged Accident,0.539,Open,NotConfirmed
12017791,8029000,5017999,2025-01-21,Provider Collusion,0.976,Closed,Confirmed
12017792,8042521,5026179,2024-05-09,Inflated Repair,0.711,InProgress,NotConfirmed
12017793,8042871,5017256,2020-10-20,Identity Theft,0.956,Closed,Inconclusive
12017794,8041386,5027944,2025-04-01,Upcoding,0.732,Closed,Inconclusive
12017795,8036534,5001997,2025-05-28,Duplicate Claim,0.463,Open,NotConfirmed
12017796,8001868,5024127,2022-01-24,Inflated Repair,0.123,Closed,Confirmed
12017797,8032668,5028939,2021-01-03,Identity Theft,0.632,Open,Confirmed
12017798,8032968,5016987,2022-02-21,Provider Collusion,0.322,Open,NotConfirmed
12017799,8006397,5018469,2025-06-28,Duplicate Claim,0.125,InProgress,NotConfirmed
12017800,8006396,5021147,2025-05-19,Inflated Repair,0.828,Open,Confirmed
12017801,8031285,5000184,2020-06-21,Inflated Repair,0.232,Open,Confirmed
12017802,8020085,5005018,2020-10-23,Identity Theft,0.269,InProgress,Confirmed
12017803,8016620,5028455,2022-11-24,Inflated Repair,0.298,InProgress,NotConfirmed
12017804,8002517,5011145,2026-07-18,Inflated Repair,0.771,InProgress,Confirmed
12017805,8040132,5021274,2021-10-17,Provider Collusion,0.353,Open,Confirmed
12017806,8025830,5001312,2023-06-20,Inflated Repair,0.403,InProgress,Confirmed
12017807,8031656,5026800,2023-06-15,Duplicate Claim,0.989,InProgress,Confirmed
12017808,8014473,5013650,2024-01-13,Staged Accident,0.242,Closed,Confirmed
12017809,8024753,5004048,2024-09-22,Staged Accident,0.317,InProgress,NotConfirmed
12017810,8042027,5017305,2025-09-01,Identity Theft,0.515,Open,Confirmed
12017811,8042799,5006835,2025-04-13,Upcoding,0.829,InProgress,NotConfirmed
12017812,8033124,5019871,2025-07-13,Inflated Repair,0.26,Open,Inconclusive
12017813,8022924,5014408,2024-12-17,Inflated Repair,0.403,InProgress,Confirmed
12017814,8004084,5023812,2024-02-01,Provider Collusion,0.886,Closed,NotConfirmed
12017815,8024902,5012287,2024-09-26,Identity Theft,0.457,Closed,NotConfirmed
12017816,8004854,5000310,2024-03-02,Duplicate Claim,0.778,Open,NotConfirmed
12017817,8035334,5023811,2024-01-14,Identity Theft,0.213,InProgress,Inconclusive
12017818,8019051,5027485,2023-11-29,Identity Theft,0.134,Open,Confirmed
12017819,8038224,5017382,2023-04-12,Identity Theft,0.807,InProgress,Confirmed
12017820,8018904,5021127,2026-04-23,Identity Theft,0.867,Open,NotConfirmed
12017821,8024245,5000264,2023-03-08,Inflated Repair,0.93,InProgress,Inconclusive
12017822,8022498,5003846,2023-01-20,Identity Theft,0.129,Closed,Confirmed
12017823,8043643,5029890,2023-12-19,Identity Theft,0.277,InProgress,Confirmed
12017824,8006955,5005034,2024-09-03,Staged Accident,0.897,Open,NotConfirmed
12017825,8038813,5001043,2020-11-12,Staged Accident,0.416,Closed,Inconclusive
12017826,8044895,5004446,2021-01-19,Identity Theft,0.302,InProgress,Inconclusive
12017827,8027137,5027758,2023-05-08,Inflated Repair,0.703,Open,NotConfirmed
12017828,8007514,5023443,2025-09-07,Staged Accident,0.362,InProgress,Inconclusive
12017829,8000662,5010345,2022-03-23,Provider Collusion,0.344,Open,Confirmed
12017830,8023587,5000852,2022-11-22,Duplicate Claim,0.793,InProgress,Confirmed
12017831,8039975,5019796,2022-07-11,Staged Accident,0.269,Open,Inconclusive
